TL,TM,TR,ML,MM,MR,BL,BM,BR,WIN
-0.261242835,0.175372793,0.558189747,0.674409398,0.800257752,-1.574229654,-0.878557325,0.190229792,0.250390336,1
0.162591314,-0.491972017,0.539552954,0.393681035,1.494673002,-1.296727863,-0.036750536,0.284967139,0.112454998,1
-0.114136104,-1.231506983,-0.182853141,0.627699787,-0.29788508,-0.440866682,-1.495752161,-0.56476001,0.1706772,1
-0.108256101,-0.959104476,-0.930045506,0.073040789,1.013717756,-1.045093337,-1.154650085,0.484550867,1.04074816,1
-0.617945774,-0.866731062,-0.328092723,0.662214698,0.687836251,-1.31954554,-0.219697,-1.029866056,0.220326386,1
-0.61805665,-0.802861064,0.361994291,-0.134548892,1.086816385,-0.812409885,-0.894483102,-1.056140144,0.331995429,1
0.66651186,-0.920617936,-0.005294478,1.155929713,0.109971537,-0.925184661,-0.638019596,0.776347274,-0.04886323,1
-0.37831252,-0.695503437,1.178755309,-0.109068538,-1.39814443,-0.836687365,-0.140982646,-0.356756787,0.156696781,1
-0.239948811,-0.325735954,1.539958356,-0.226077914,-0.50186539,-1.264617956,0.588518167,0.068106788,0.12758568,1
-0.796266667,0.244243881,0.450199737,-0.382999173,-0.780956845,-1.718415811,-0.641687358,0.597816744,1.164703079,1
-0.77992077,-1.012737376,0.09181457,-0.216207214,-0.848194086,-1.083026607,0.365518165,1.000744171,-0.130834525,1
-0.780031645,-0.948867377,0.781901584,-1.012970803,-0.449213951,-0.575890952,-0.309267936,0.974470082,-0.019165483,1
0.934477772,-0.839422762,0.854690322,-0.122540532,-0.995592231,-0.796041462,-0.142023409,1.209969017,0.886311803,1
-1.759302716,1.290072924,0.030845812,0.139068394,0.482452994,-0.005719576,0.295481801,0.23762917,0.168291021,1
-1.335468566,0.622728114,0.012209018,-0.141659969,1.176868244,0.271782214,1.137288589,0.332366516,0.030355684,1
-0.430050646,0.575186132,1.244389339,-0.069036204,-0.358803431,1.396800314,-0.645267384,-0.560028395,0.268237804,1
-0.407824747,-0.409392617,0.138811807,-0.456903242,0.885562164,1.427962863,0.703040216,0.892209909,-0.15722884,1
-0.933860317,0.939962053,1.099149757,-0.034521293,0.626917899,0.518121456,0.630787778,-1.025134441,0.31788699,1
-0.005994746,-0.219898674,-0.154421484,1.243762612,-0.46234845,0.660030795,1.546111609,-0.412742871,-0.093035619,1
-0.233041219,1.316521732,0.605222591,1.002456978,1.237696566,0.092962924,0.390232191,0.164602557,0.174304438,1
-0.509768637,0.576986766,-0.117183503,1.236475729,-0.554861515,0.948824105,-1.068769434,-0.685124591,0.23252664,1
0.717055256,-0.078033957,0.832154514,0.734685692,0.615204563,1.499655251,0.032163575,-0.564352453,0.115453592,1
-0.889035107,-0.038812133,-0.413708093,0.380045452,0.062883041,1.460132196,-1.160874968,-0.642696125,0.185398054,1
-1.553661142,0.318631263,-1.020479857,0.484097751,0.483511254,0.758872251,-0.690500376,-0.243867343,0.135424663,1
0.052318345,0.343279437,0.915469765,0.041974402,1.43481291,1.305530961,-0.172247935,-0.191797759,0.177149243,1
-0.108498019,0.335946912,0.453937583,0.11151179,0.869719792,1.482949873,-0.977928504,0.67213707,0.077526666,1
0.717166131,-0.141903955,0.1420675,1.531449282,0.216224428,0.992519596,0.706949677,-0.538078364,0.00378455,1
-0.503777759,0.785519275,-1.554462883,1.478580321,0.357761186,-0.162538205,-0.052881256,0.390460374,0.990928557,1
0.82547431,0.070632483,-0.340919355,1.270475723,-0.483495239,1.239981686,-0.99363044,-0.40719719,1.090875339,1
-0.729266499,-0.234023395,0.239176548,0.159312354,-0.741941194,0.834677649,1.710487438,-0.313681467,-0.078186745,1
-1.532367118,-0.182477484,-0.038711249,-0.416389561,-0.818611888,1.068483949,0.776575116,-0.365990347,0.012620007,1
-1.950321265,0.757269834,-0.76726682,-0.690320196,-0.201424302,0.186755504,0.275870404,0.588583183,1.020626305,1
-0.621069196,0.042383041,0.446276708,-0.898424794,-1.042680727,1.589275395,-0.664878781,-0.209074382,1.120573087,1
-0.620847444,-0.085356955,-0.933897321,0.695102385,-1.840640996,0.575004084,0.684693423,-0.156526205,0.897235003,1
-0.014360925,1.894442956,0.36165528,0.118191108,0.562925227,0.234150449,0.934504048,0.180159761,0.102119494,1
-0.291088343,1.15490799,-0.360750814,0.352209859,-1.229632854,1.09001163,-0.524497577,-0.669567387,0.160341696,1
-0.246409788,-0.192105717,-1.365999213,0.011814809,-0.316453182,1.371685857,0.899989779,-0.506127487,-0.13639127,1
0.534127301,0.182653328,-0.498353536,-0.256718854,0.490383569,1.394503534,1.082936243,0.808705708,-0.244262658,1
-0.817461544,1.945988867,0.083767483,-0.457510807,0.486254533,0.467956749,0.000591725,0.12785088,0.192926246,1
-0.108156954,0.241531764,-0.314709151,-0.901958156,0.978805993,1.450890922,0.95470449,-0.107538001,-0.053833329,1
-1.196617138,1.26631997,-0.902844121,-0.517177495,0.705018955,0.472129185,0.583272294,0.196553435,0.034128618,1
0.132634931,0.551433178,0.310699406,-0.725282092,-0.13623747,1.874649076,-0.357476891,-0.60110413,0.1340754,1
0.138514933,0.823835685,-0.436492959,-1.27994109,1.175365366,1.270422422,-0.016374815,0.448206747,1.00414636,1
-0.692807468,0.901544049,-0.757604539,-0.551692406,-0.280702375,1.350808044,-0.692782868,0.661659481,-0.015520568,1
-0.795008889,1.583553909,0.184096618,-0.410038819,0.155068611,0.718468427,0.076771482,-1.160947522,0.321659924,1
-0.642022155,0.44907664,-1.304138636,-1.011407428,0.368528615,1.247604745,-0.199321278,-0.866626447,1.112017748,1
0.512012276,1.103362079,-0.082863018,0.927911774,-1.15296216,0.85620533,0.409414745,-0.617258507,0.069534944,1
0.132856682,0.423693182,-1.069474623,0.868245086,-0.934197739,0.860377766,0.992095313,-0.548555953,-0.089262684,1
0.138736684,0.696095689,-1.816666988,0.313586088,0.377405097,0.256151111,1.333197389,0.500754924,0.780808275,1
1.467988754,-0.018791103,-0.60312346,0.105481491,-0.463851328,1.658671002,0.392448205,-0.29690264,0.880755058,1
0.642546355,0.331319768,-1.671427405,0.279071177,-0.608316233,1.134829969,0.057142227,0.96586097,0.731159089,1
0.964179083,0.345984818,-0.748363043,0.139996402,0.521870002,0.779992144,1.668503367,-0.762008687,0.930404244,1
-0.094189791,1.960113588,-0.309830548,0.626939451,0.765847277,0.293309895,-0.163784104,0.028789476,0.178077372,1
0.329644358,1.292768778,-0.328467342,0.346211089,1.460262527,0.570811686,0.678022684,0.123526823,0.040142034,1
0.05291694,0.553233812,-1.050873436,0.58022984,-0.332295554,1.426672867,-0.780978941,-0.726200326,0.098364236,1
0.058796943,0.825636319,-1.798065801,0.025570843,0.979307282,0.822446212,-0.439876865,0.323110551,0.968435196,1
-0.45089273,0.918009733,-1.196113018,0.614744751,0.653425776,0.547994009,0.495076221,-1.191306372,0.148013423,1
-0.451003606,0.981879731,-0.506026004,-0.182018838,1.052405911,1.055129664,-0.179709881,-1.217580461,0.259682465,1
0.833564904,0.864122859,-0.873314774,1.108459767,0.075561063,0.942354889,0.076753625,0.614906957,-0.121176194,1
-0.211259476,1.089237358,0.310735013,-0.156538484,-1.432554905,1.030852184,0.573790575,-0.518197103,0.084383818,1
-0.072895767,1.459004841,0.671938061,-0.27354786,-0.536275864,0.602921594,1.303291387,-0.093333529,0.055272716,1
-0.629213623,2.028984675,-0.417820558,-0.43046912,-0.815367319,0.149123739,0.073085862,0.436376428,1.092390115,1
-0.612867726,0.772003419,-0.776205725,-0.263677161,-0.88260456,0.784512942,1.080291386,0.839303854,-0.203147489,1
-0.612978601,0.835873417,-0.086118711,-1.06044075,-0.483624425,1.291648597,0.405505284,0.813029766,-0.091478446,1
1.101530816,0.945318033,-0.013329973,-0.170010478,-1.030002706,1.071498087,0.572749812,1.048528701,0.813998839,1
-1.371780943,-0.144599809,0.501380653,1.324306586,-0.761585105,0.415988333,0.324408793,-0.423976017,0.131933537,1
-1.371891818,-0.080729811,1.191467667,0.527542997,-0.362604971,0.923123988,-0.350377308,-0.450250106,0.243602579,1
-1.751047412,-0.760398708,0.204856063,0.467876309,-0.143840549,0.927296424,0.23230326,-0.381547551,0.084804951,1
-1.74516741,-0.4879962,-0.542336303,-0.086782689,1.167762287,0.32306977,0.573405336,0.667763326,0.954875911,1
-0.415915341,-1.202882993,0.671207225,-0.294887286,0.326505862,1.72558966,-0.367343849,-0.129894239,1.054822693,1
-0.970510324,-0.385639662,1.072501739,0.199342647,0.662996202,0.950114101,0.415249723,0.933285644,-0.023066437,1
-0.919725011,-0.838107072,0.525967643,-0.260372375,1.312227192,0.846910802,0.908711313,-0.595000285,1.104471879,1
-0.98663447,0.743601597,0.050712878,1.626077866,-0.067726826,-0.699546413,0.757616403,0.582906394,1.049133082,1
0.342617599,0.028714805,1.264256406,1.417973269,-0.908983251,0.702973478,-0.183132781,-0.214751171,1.149079864,1
-0.4828248,0.378825676,0.19595246,1.591562955,-1.053448156,0.179132445,-0.518438758,1.04801244,0.999483896,1
-0.648620065,-0.06660509,0.797869636,1.611993256,-0.083012226,0.748477134,-0.514753138,-0.54931151,0.228753705,1
-0.510256356,0.303162393,1.159072683,1.49498388,0.813266814,0.320546543,0.214747674,-0.124447936,0.199642604,1
-1.066574212,0.873142227,0.069314065,1.33806262,0.534175359,-0.133251311,-1.015457851,0.40526202,1.236760003,1
-1.050228315,-0.383839029,-0.289071103,1.504854579,0.466938118,0.502137892,-0.008252327,0.808189447,-0.058777601,1
-1.05033919,-0.31996903,0.401015912,0.70809099,0.865918253,1.009273547,-0.683038429,0.781915359,0.052891441,1
0.664170227,-0.210524415,0.47380465,1.598521262,0.319539973,0.789123037,-0.515793901,1.017414293,0.958368726,1
-0.90691648,0.741800963,1.41228572,0.320565933,0.128331258,-0.251570204,1.181118454,0.70800259,1.084844246,1
-1.183643897,0.002265997,0.689879626,0.554584684,-1.664226823,0.604290977,-0.277883172,-0.141724558,1.143066448,1
-2.066720038,-0.248756981,0.248115453,-0.267330682,-0.060760936,0.236920211,0.906066456,-0.564402139,1.145587049,1
0.053355867,-1.152280384,-0.636167116,0.570906048,0.687254435,0.514320371,0.750785909,-0.646675201,-0.735095909,0
0.811667056,0.207057411,1.337056093,0.690239424,0.249725592,0.505975499,-0.414575227,-0.78408031,-0.417500654,0
0.695529247,-1.147288821,-0.129724486,0.419381761,0.597812146,0.965068639,0.20423156,0.243294419,-0.813856197,0
0.030903212,-0.789845425,-0.73649625,0.52343406,1.018440358,0.263808693,0.674606152,0.642123202,-0.863829588,0
1.074684841,-0.467619924,0.856887118,0.47904845,0.379047724,0.960896203,-0.378449008,0.174591865,-0.655058569,0
1.080564843,-0.195217417,0.109694753,-0.075610548,1.69065056,0.356669548,-0.037346932,1.223902741,0.215012391,0
-0.209661918,-0.477603049,-0.155998141,0.782097023,0.557932303,0.059399668,0.71465969,-1.605347376,-0.497537994,0
-0.749744752,-1.100734472,-0.914054912,-0.004795867,0.610583742,0.748126672,-0.183126414,-0.698984081,-0.644289157,0
0.030792336,-0.725975427,-0.046409236,-0.273329529,1.417420493,0.770944349,-0.00017995,0.615849113,-0.752160545,0
-0.772197407,-0.738299514,-1.014384047,-0.052267855,0.941769665,0.497614994,-0.259306171,0.589814321,-0.773022835,0
0.409947931,-0.04630653,0.940202369,-0.213662841,1.198656071,0.766771913,-0.582860518,0.547146559,-0.593362918,0
0.811777931,0.143187412,0.646969079,1.487003013,-0.149254543,-0.001160156,0.260210875,-0.757806222,-0.529169696,0
0.161774922,-1.003613943,-1.809240985,1.106696079,-0.411445366,0.254646807,-0.275008107,-0.489519939,0.240325838,0
0.789325276,0.505622371,0.546639945,1.439531025,0.18193138,-0.251671834,0.184031118,0.530992181,-0.657903374,0
0.271805973,-0.543814009,-0.801174707,1.496873713,-0.495583239,0.180431193,0.037210873,0.174831161,-0.787589901,0
1.459831313,0.420581482,0.406219343,0.780819729,1.072906003,-0.154638543,0.054758601,1.181474275,0.262140976,0
0.322591286,-0.996281419,-1.347708804,1.037158691,0.153647751,0.077227894,0.530672463,-1.353454767,0.339948415,0
-0.634654699,0.051067973,0.744078127,0.114866086,-1.107420165,-0.159002103,1.263748636,-0.533409325,-0.61114099,0
0.437459588,0.283261023,1.690598265,-0.436706535,-0.766395887,0.18437043,0.627975309,-1.240428187,0.596434667,0
-1.174737533,-0.572063451,-0.013978644,-0.672026804,-1.054768727,0.529724901,0.365962532,0.37295397,-0.757892153,0
-1.16885753,-0.299660943,-0.761171009,-1.226685802,0.256834109,-0.074501753,0.707064609,1.422264847,0.112178806,0
-1.59269168,0.367683867,-0.742534216,-0.945957439,-0.437581141,-0.352003544,-0.13474218,1.3275275,0.250114144,0
1.079743843,0.224382587,1.50695388,0.208532768,-1.254818311,0.127983042,0.756207062,-0.324184478,0.406005337,0
1.03034735,0.784978635,1.093488782,-0.194026446,-0.425045747,0.647163024,0.129696629,-0.768523107,-0.489685597,0
0.066541243,0.765322023,-0.33601821,0.096572616,-1.465789693,0.551252582,-0.935110161,0.06937693,-0.610170465,0
1.007894695,1.147413593,0.993159648,-0.241498434,-0.093859824,0.396651346,0.053516872,0.520275296,-0.618419276,0
0.388173971,0.779987072,0.587046152,-0.042502159,-0.335603458,0.196414757,0.676250978,-1.658492727,-0.41092531,0
-0.838987553,0.876734003,-0.878111517,-0.772814738,0.468862116,-0.066629863,0.17265971,0.935497753,-0.736383543,0
-0.977351262,0.50696652,-1.239314564,-0.655805362,-0.427416924,0.361300728,-0.556841103,0.510634178,-0.707272441,0
1.030458226,0.721108636,0.403401768,0.602737143,-0.824025882,0.140027369,0.804482731,-0.742249018,-0.60135464,0
0.451687715,1.653523429,-0.786685985,0.398343896,-0.771931414,-0.564282164,-0.501902551,1.076259341,0.30702908,0
1.254677458,1.665847516,0.181288826,0.177282221,-0.296280586,-0.290952809,-0.242776331,1.102294133,0.32789137,0
-0.231626854,0.158656283,-1.532583461,0.476116884,-0.479010103,0.437165552,-0.645037175,-0.877225629,-0.593387637,0
0.972744384,-0.133929482,-0.683574578,-0.073145141,1.022241898,0.737485019,0.379716077,0.532344912,-0.839194363,0
1.351899978,0.545739415,0.303037026,-0.013478453,0.803477476,0.733312583,-0.202964491,0.463642358,-0.680396735,0
0.928176704,1.149214227,-0.368413194,1.064013499,-0.289917908,-0.051324863,-0.369985178,0.3951791,-0.65413044,0
0.284733818,1.069418874,0.696670665,-0.529185103,-0.772432703,0.064162546,0.892678804,0.645610789,-0.715239444,0
0.393041997,1.281955312,0.21368381,-0.790158661,-1.47215237,0.311624636,-0.807901314,0.776491963,0.371851345,0
0.531516581,1.587852797,-0.115200157,-0.110404448,-0.974853464,-0.62344161,0.596385601,1.227629625,0.231071202,0
1.196142616,1.230409401,0.491571607,-0.214456746,-1.395481677,0.077818336,0.126011009,0.828800843,0.281044593,0
-0.211161614,-0.521861689,1.494088068,0.847607669,-0.522091116,0.15055864,0.17292243,0.341003092,-0.617716334,0
-0.853445869,-0.462983253,1.677732453,0.202368367,-0.033668692,0.206946028,0.044690677,-0.575240617,-0.427287004,0
-1.678888268,-0.112872382,0.609428508,0.375958053,-0.178133597,-0.316895005,-0.2906153,0.687522994,-0.576882973,0
-1.255054118,-0.780217192,0.590791714,0.09522969,0.516281653,-0.039393214,0.551191489,0.782260341,-0.71481831,0
-1.525901534,-1.247349651,-0.878806745,-0.225410556,0.035326407,0.212241312,-0.566708061,0.981844069,0.213474851,0
0.218890169,-0.3585302,1.244078561,1.244322924,-0.490604682,-0.46395275,0.758489554,-1.229711302,0.556950568,0
-0.780177126,-1.595659888,-1.172075642,0.90651169,-0.016266771,0.288106136,-0.654904133,-0.406015738,0.327359656,0
-0.152626771,-0.086423574,1.183805287,1.239346637,0.577109975,-0.218212505,-0.195864909,0.614496382,-0.570869557,0
-0.531782366,-0.766092471,0.197193683,1.179679949,0.795874397,-0.214040069,0.386815659,0.683198936,-0.729667184,0
0.803349706,-1.208576756,0.663544845,0.416916354,1.266220808,0.584253167,-0.212831449,0.934852248,0.240350557,0
-1.312430329,-1.076981518,0.01963502,0.651450022,0.388017781,0.27027791,-0.470916907,-0.657908347,-0.510126754,0
0.022923493,-1.647205799,-0.894187846,1.482213605,0.060403922,0.054299835,0.279008189,-0.353706858,0.236552904,0
0.517990141,-0.235334461,0.353297672,1.37739893,1.069104464,-0.628314869,0.349648677,1.291252565,0.237505752,0
1.182616176,-0.592777857,0.960069435,1.273346631,0.648476251,0.072945076,-0.120725915,0.892423782,0.287479143,0
0.137791795,-0.367663358,2.144119222,0.008348379,-0.859639716,0.161442372,0.376311035,-0.240680278,0.493039155,0
-1.731543108,-0.275907989,0.172518923,-0.570439913,0.034268147,-0.552350515,0.419274116,1.463340581,0.24634121,0
-1.869906817,-0.645675472,-0.188684124,-0.453430537,-0.862010893,-0.124419925,-0.310226697,1.038477007,0.275452311,0
0.946820828,-0.107391763,1.52749893,-0.170291473,-0.40784051,-0.28660675,-0.227689981,-0.687802949,-0.453529115,0
-0.016985279,-0.127048375,0.097991938,0.120307589,-1.448584456,-0.382517193,-1.292496771,0.150097088,-0.574013983,0
-0.396140874,-0.806717272,-0.888619667,0.060640901,-1.229820034,-0.378344757,-0.709816203,0.218799643,-0.732811611,0
1.209838613,-0.782069098,1.047329955,-0.381482447,-0.278518378,0.168313953,-0.191563762,0.270869226,-0.691087031,0
0.304647449,-0.112383325,1.0210563,-0.018767186,-0.31839822,-0.737355018,0.318864368,-1.577772569,-0.374768828,0
0.188398764,-1.402859559,0.244362735,-1.086388438,0.428668468,0.228873777,0.262885053,-0.576671928,-0.659455329,0
0.282083918,0.313921631,1.61081418,-0.863002763,0.411767837,-0.480731041,-0.432101491,-0.315248255,-0.391833464,0
0.0275824,-1.410192084,-0.217169446,-1.01685105,-0.13642465,0.406292689,-0.542795516,0.287262901,-0.759077906,0
-0.396251749,-0.742847273,-0.198532653,-0.736122688,-0.8308399,0.128790899,-1.384602305,0.192525554,-0.621142568,0
-0.637043635,-1.052748687,-0.82394121,-0.912798752,0.284203563,-0.294967256,-0.072420924,0.686091683,-0.809051297,0
0.406737994,-0.730523186,0.769442158,-0.957184362,-0.355189072,0.402120253,-1.125476085,0.218560346,-0.600280278,0
-0.074619021,-0.728182224,0.72453171,-0.875197463,0.299346336,-0.226046927,0.226758834,-1.535344103,-0.421897414,0
-0.739245056,-0.370738828,0.117759946,-0.771145165,0.719974548,-0.927306872,0.697133426,-1.136515321,-0.471870805,0
0.595887016,-0.813223113,0.584111109,-1.53390876,1.190320959,-0.129013636,0.097486318,-0.884862009,0.498146937,0
0.78611534,-0.178594286,0.375879734,0.696009504,-1.371913762,-0.616323493,-0.358584449,0.202405969,-0.664820735,0
0.939102073,-1.313071555,-1.112355519,0.094640895,-1.158453758,-0.087187176,-0.634677209,0.496727043,0.125537089,0
1.742091817,-1.300747468,-0.144380708,-0.126420779,-0.68280293,0.186142179,-0.375550989,0.522761835,0.146399379,0
0.108680773,-1.401058925,-1.117210107,0.219123495,0.232610384,-0.219102432,-0.160616997,-0.701768124,-0.695166493,0
0.603747421,0.010812414,0.13027541,0.114308819,1.241310926,-0.901717137,-0.08997651,0.943191298,-0.694213645,0
0.327020004,-0.728722553,-0.592130684,0.348327571,-0.551247156,-0.045855956,-1.548978135,0.09346415,-0.635991442,0
1.268373456,-0.346630983,0.737047174,0.010256521,0.820682713,-0.200457191,-0.560351102,0.544362516,-0.644240253,0
0.246933607,-0.967421444,-0.065920046,-0.69464947,1.527869559,-0.139897368,-0.105902286,-0.303178639,-0.612608552,0
1.130120623,-0.780268464,-0.314242888,0.924029485,-0.474576462,-0.279662256,-0.615065812,0.14577303,-0.726798195,0
0.062843587,-0.192719007,0.769477765,-0.388440754,-1.651506506,-0.441676639,-0.194208619,0.301467373,-0.649971861,0
0.215830321,-1.327196275,-0.718757488,-0.989809363,-1.438046502,0.087459679,-0.47030138,0.595788448,0.140385963,0
1.018820064,-1.314872189,0.249217323,-1.210871037,-0.962395674,0.360789033,-0.211175159,0.62182324,0.161248253,0
-0.441076959,0.235926912,1.314325197,-1.150689432,-0.266805042,-0.813219842,0.407060441,-0.189912762,-0.488653633,0
0.514899518,-0.88622627,0.794064755,-1.973119716,0.422305791,-0.010754169,0.390093901,0.130443105,0.322566481,0
-0.178059174,-0.438750422,0.834156222,-1.361880407,-0.13748291,-0.358299138,0.44318666,0.768759413,-0.726211548,0
-0.127273861,-0.891217832,0.287622125,-1.821595429,0.51174808,-0.461502437,0.93664825,-0.759526516,0.401326769,0
1.01893094,-1.378742187,-0.440869691,-0.414107448,-1.361375808,-0.146346622,0.463610943,0.648097328,0.049579211,0
1.398086534,-0.69907329,0.545741913,-0.35444076,-1.58014023,-0.150519058,-0.119069625,0.579394774,0.208376838,0
0.969534447,-0.818146139,-0.854334789,-0.816666662,-0.531603245,0.37283336,-0.16289949,0.2037587,-0.846111724,0
1.348690042,-0.138477242,0.132276816,-0.756999974,-0.750367666,0.368660924,-0.745580058,0.135056145,-0.687314096,0
0.180143461,0.647612073,0.070352484,-1.415196353,1.054962011,-0.704142224,0.326063594,0.042504793,-0.575969259,0
1.348800917,-0.20234724,-0.557810199,0.039763615,-1.149347801,-0.138474731,-0.070793956,0.161330234,-0.798983138,0
0.38589591,-0.387699586,-1.671060199,-0.273403407,0.657040136,-0.446686052,0.01486752,-0.412717631,-0.720504659,0
1.429677539,-0.065474085,-0.077676831,-0.317789018,0.017647502,0.250401458,-1.03818764,-0.880248968,-0.51173364,0
1.435557542,0.206928422,-0.824869196,-0.872448016,1.329250337,-0.353825197,-0.697085564,0.169061909,0.358337319,0
1.011723392,0.874273232,-0.806232402,-0.591719653,0.634835087,-0.631326988,-1.538892353,0.074324562,0.496272657,0
0.742598849,0.65440427,-0.784777729,-0.261208707,0.769461637,-0.701370166,-0.643992805,0.807378217,-0.69044071,0
0.604235141,0.284636786,-1.145980776,-0.144199331,-0.126817404,-0.273439575,-1.373493618,0.382514643,-0.661329609,0
0.50203372,0.966646646,-0.20427962,-0.002545744,0.308953582,-0.905779191,-0.603939267,-1.440092361,-0.324149116,0
0.925867869,0.299301836,-0.222916413,-0.283274107,1.003368832,-0.6282774,0.237867521,-1.345355014,-0.462084454,0
0.655020453,-0.167830623,-1.692514873,-0.603914353,0.522413586,-0.376642874,-0.880032028,-1.145771286,0.466208708,0
1.458010197,-0.155506536,-0.724540062,-0.824976028,0.998064414,-0.103313519,-0.620905807,-1.119736494,0.487070998,0
0.100314595,0.713282706,-0.601133344,-0.90644801,1.257884061,-0.644982778,-0.772224558,-0.108865492,-0.500011381,0
-0.038049114,0.343515222,-0.962336391,-0.789438634,0.361605021,-0.217052187,-1.501725371,-0.533729066,-0.470900279,0
1.144317975,0.90776821,-0.387924004,0.642693558,-0.179468842,-0.962166579,-0.475707514,-0.523848652,-0.514578446,0
1.568152124,0.2404234,-0.406560798,0.361965196,0.514946408,-0.684664788,0.366099274,-0.429111305,-0.652513784,0
1.297304708,-0.226709059,-1.876159258,0.041324949,0.033991162,-0.433030262,-0.751800275,-0.229527577,0.275779378,0
2.100294452,-0.214384972,-0.908184447,-0.179736725,0.50964199,-0.159700907,-0.492674054,-0.203492785,0.296641668,0
1.172650632,0.817735759,-1.034787235,0.135506548,0.800948071,-1.315881556,-0.058425681,-0.763336178,0.484226192,0
1.034286923,0.447968276,-1.395990283,0.252515924,-0.09533097,-0.887950965,-0.787926494,-1.188199752,0.513337293,0
0.340058724,0.820640333,0.215627673,-0.880967656,-1.227076754,-0.669260258,-0.018724102,0.590517866,-0.675310028,0
-0.155836708,-0.770640231,1.013045077,0.495825116,-0.976735167,-0.582864164,-0.738480476,0.285910169,-0.577786917,0
-0.002849974,-1.905117499,-0.475190177,-0.105543493,-0.763275163,-0.053727847,-1.014573236,0.580231244,0.212570907,0
0.80013977,-1.892793413,0.492784634,-0.326605167,-0.287624335,0.219601508,-0.755447016,0.606266036,0.233433197,0
-0.374286813,-1.379106605,1.178052668,-0.430142549,0.206102507,-0.248974985,-0.02490544,-0.535596193,-0.525292926,0
-1.038912848,-1.021663209,0.571280904,-0.326090251,0.626730719,-0.950234931,0.445469152,-0.136767411,-0.575266317,0
0.296219224,-1.464147493,1.037632066,-1.088853846,1.09707713,-0.151941695,-0.154177956,0.114885901,0.394751425,0
-0.631424596,-0.432026762,0.911029278,-0.773610572,1.38838321,-1.308122343,0.280070417,-0.444957492,0.582335949,0
0.800250645,-1.956663411,-0.19730238,0.470158422,-0.686604469,-0.287534147,-0.080660914,0.632540125,0.121764154,0
1.17940624,-1.276994514,0.789309225,0.52982511,-0.905368891,-0.291706583,-0.663341482,0.56383757,0.280561782,0
0.188168575,-1.372314409,0.322922455,0.723845097,-0.079397867,-0.246202927,-0.994961839,0.229277231,-0.639764377,0
-0.315751971,-0.94366849,0.867769887,-0.038403581,1.305303598,-0.61774613,-0.393692779,-0.262102904,-0.478446148,0
-0.346855257,-1.303443321,0.214932445,-0.333563474,-1.660612463,-0.390389083,-0.758091873,0.636864182,0.274548366,0
-0.712412094,-0.505029919,1.120982924,-1.212821528,0.620368042,-1.189862877,0.572678,0.570347622,0.406755493,0
-0.047786059,-0.862473315,1.727754688,-1.316873827,0.199739829,-0.488602931,0.102303408,0.171518839,0.456728885,0
0.456245362,-1.354989233,0.492820241,0.242138441,-1.58394177,-0.624195384,0.17582045,0.689173063,0.183741614,0
-0.127635092,0.370508708,1.060077921,0.823872696,-0.539296353,1.084328415,0.53030904,0.260282934,-0.653872816,0
-0.769919347,0.429387144,1.243722305,0.178633393,-0.050873929,1.140715802,0.402077288,-0.655960775,-0.463443486,0
-1.595361746,0.779498016,0.17541836,0.35222308,-0.195338834,0.61687477,0.06677131,0.606802836,-0.613039455,0
-1.171527596,0.112153206,0.156781566,0.071494717,0.499076416,0.89437656,0.908578099,0.701540183,-0.750974792,0
-1.442375012,-0.354979253,-1.312816893,-0.249145529,0.01812117,1.146011087,-0.20932145,0.901123911,0.177318369,0
0.302416691,0.533840198,0.810068414,1.220587951,-0.507809919,0.469817025,1.115876164,-1.310431461,0.520794086,0
-0.696650604,-0.703289491,-1.60608579,0.882776717,-0.033472008,1.22187591,-0.297517523,-0.486735896,0.291203174,0
-0.069100249,0.805946823,0.74979514,1.215611664,0.559904738,0.71555727,0.161521701,0.533776224,-0.607026038,0
-0.586619552,-0.243489557,-0.598019512,1.272954351,-0.117609881,1.147660297,0.014701456,0.177615204,-0.736712565,0
0.601405788,0.720905935,0.609374539,0.556900367,1.450879361,0.812590561,0.032249185,1.184258318,0.313018312,0
-0.53583424,-0.695956966,-1.144553609,0.81323933,0.531621109,1.044456998,0.508163047,-1.350670725,0.390825751,0
-0.448366719,0.190147925,0.45327055,0.359181387,1.177649294,1.226865361,0.069416167,0.57620469,-0.654154624,0
0.601516663,0.657035936,-0.080712476,1.353663956,1.051899227,0.305454906,0.707035287,1.210532407,0.20134927,0
1.266142698,0.29959254,0.526059288,1.249611658,0.631271014,1.006714851,0.236660695,0.811703624,0.251322661,0
0.221318317,0.524707039,1.710109075,-0.015386594,-0.876844953,1.095212146,0.733697645,-0.321400436,0.456882673,0
-1.648016586,0.616462408,-0.261491224,-0.594174886,0.01706291,0.381419259,0.776660726,1.382620423,0.210184728,0
-1.786380295,0.246694925,-0.622694271,-0.47716551,-0.87921613,0.80934985,0.047159913,0.957756849,0.239295829,0
0.011216336,1.014100564,0.145024781,0.44835517,-1.011145641,1.284675386,-0.023707255,0.124469853,-0.650099881,0
-0.653409698,1.371543961,-0.461746982,0.552407468,-0.590517429,0.58341544,0.446667337,0.523298635,-0.700073272,0
0.257888224,1.596404486,0.023240974,0.070372236,-0.814586268,1.104206886,-0.99478656,0.680214601,0.407879807,0
