P0,P1,P2,P3,P4,P5,P6,P7,P8,WIN
-0.130621418,0.087686397,0.279094874,0.337204699,0.400128876,-0.787114827,-0.439278662,0.095114896,0.125195168,1
0.081295657,-0.245986008,0.269776477,0.196840518,0.747336501,-0.648363932,-0.018375268,0.142483569,0.056227499,1
-0.057068052,-0.615753492,-0.09142657,0.313849893,-0.14894254,-0.220433341,-0.747876081,-0.282380005,0.0853386,1
-0.054128051,-0.479552238,-0.465022753,0.036520394,0.506858878,-0.522546669,-0.577325043,0.242275434,0.52037408,1
-0.308972887,-0.433365531,-0.164046362,0.331107349,0.343918125,-0.65977277,-0.1098485,-0.514933028,0.110163193,1
-0.309028325,-0.401430532,0.180997146,-0.067274446,0.543408193,-0.406204943,-0.447241551,-0.528070072,0.165997714,1
0.33325593,-0.460308968,-0.002647239,0.577964857,0.054985768,-0.46259233,-0.319009798,0.388173637,-0.024431615,1
-0.18915626,-0.347751718,0.589377654,-0.054534269,-0.699072215,-0.418343683,-0.070491323,-0.178378393,0.078348391,1
-0.119974406,-0.162867977,0.769979178,-0.113038957,-0.250932695,-0.632308978,0.294259083,0.034053394,0.06379284,1
-0.398133334,0.12212194,0.225099869,-0.191499587,-0.390478422,-0.859207905,-0.320843679,0.298908372,0.582351539,1
-0.389960385,-0.506368688,0.045907285,-0.108103607,-0.424097043,-0.541513304,0.182759083,0.500372085,-0.065417262,1
-0.390015823,-0.474433689,0.390950792,-0.506485402,-0.224606976,-0.287945476,-0.154633968,0.487235041,-0.009582741,1
0.467238886,-0.419711381,0.427345161,-0.061270266,-0.497796116,-0.398020731,-0.071011704,0.604984508,0.443155901,1
-0.879651358,0.645036462,0.015422906,0.069534197,0.241226497,-0.002859788,0.1477409,0.118814585,0.084145511,1
-0.667734283,0.311364057,0.006104509,-0.070829984,0.588434122,0.135891107,0.568644295,0.166183258,0.015177842,1
-0.215025323,0.287593066,0.62219467,-0.034518102,-0.179401716,0.698400157,-0.322633692,-0.280014197,0.134118902,1
-0.203912373,-0.204696308,0.069405903,-0.228451621,0.442781082,0.713981432,0.351520108,0.446104954,-0.07861442,1
-0.466930158,0.469981027,0.549574878,-0.017260646,0.31345895,0.259060728,0.315393889,-0.512567221,0.158943495,1
-0.002997373,-0.109949337,-0.077210742,0.621881306,-0.231174225,0.330015397,0.773055804,-0.206371436,-0.046517809,1
-0.11652061,0.658260866,0.302611296,0.501228489,0.618848283,0.046481462,0.195116096,0.082301279,0.087152219,1
-0.254884319,0.288493383,-0.058591752,0.618237865,-0.277430758,0.474412053,-0.534384717,-0.342562296,0.11626332,1
0.358527628,-0.039016979,0.416077257,0.367342846,0.307602281,0.749827625,0.016081788,-0.282176226,0.057726796,1
-0.444517553,-0.019406066,-0.206854047,0.190022726,0.031441521,0.730066098,-0.580437484,-0.321348062,0.092699027,1
-0.776830571,0.159315632,-0.510239929,0.242048875,0.241755627,0.379436125,-0.345250188,-0.121933671,0.067712332,1
0.026159173,0.171639719,0.457734882,0.020987201,0.717406455,0.65276548,-0.086123967,-0.09589888,0.088574622,1
-0.054249009,0.167973456,0.226968792,0.055755895,0.434859896,0.741474937,-0.488964252,0.336068535,0.038763333,1
0.358583066,-0.070951978,0.07103375,0.765724641,0.108112214,0.496259798,0.353474839,-0.269039182,0.001892275,1
-0.25188888,0.392759638,-0.777231441,0.73929016,0.178880593,-0.081269102,-0.026440628,0.195230187,0.495464279,1
0.412737155,0.035316241,-0.170459678,0.635237862,-0.241747619,0.619990843,-0.49681522,-0.203598595,0.54543767,1
-0.364633249,-0.117011698,0.119588274,0.079656177,-0.370970597,0.417338824,0.855243719,-0.156840734,-0.039093372,1
-0.766183559,-0.091238742,-0.019355624,-0.208194781,-0.409305944,0.534241975,0.388287558,-0.182995174,0.006310004,1
-0.975160632,0.378634917,-0.38363341,-0.345160098,-0.100712151,0.093377752,0.137935202,0.294291591,0.510313152,1
-0.310534598,0.021191521,0.223138354,-0.449212397,-0.521340364,0.794637697,-0.33243939,-0.104537191,0.560286544,1
-0.310423722,-0.042678478,-0.466948661,0.347551192,-0.920320498,0.287502042,0.342346712,-0.078263102,0.448617501,1
-0.007180462,0.947221478,0.18082764,0.059095554,0.281462613,0.117075225,0.467252024,0.09007988,0.051059747,1
-0.145544171,0.577453995,-0.180375407,0.17610493,-0.614816427,0.545005815,-0.262248789,-0.334783694,0.080170848,1
-0.123204894,-0.096052859,-0.682999606,0.005907404,-0.158226591,0.685842929,0.44999489,-0.253063743,-0.068195635,1
0.26706365,0.091326664,-0.249176768,-0.128359427,0.245191784,0.697251767,0.541468121,0.404352854,-0.122131329,1
-0.408730772,0.972994434,0.041883742,-0.228755404,0.243127267,0.233978375,0.000295863,0.06392544,0.096463123,1
-0.054078477,0.120765882,-0.157354576,-0.450979078,0.489402996,0.725445461,0.477352245,-0.053769,-0.026916664,1
-0.598308569,0.633159985,-0.451422061,-0.258588748,0.352509478,0.236064593,0.291636147,0.098276717,0.017064309,1
0.066317466,0.275716589,0.155349703,-0.362641046,-0.068118735,0.937324538,-0.178738445,-0.300552065,0.0670377,1
0.069257467,0.411917843,-0.218246479,-0.639970545,0.587682683,0.635211211,-0.008187407,0.224103374,0.50207318,1
-0.346403734,0.450772025,-0.378802269,-0.275846203,-0.140351187,0.675404022,-0.346391434,0.330829741,-0.007760284,1
-0.397504444,0.791776955,0.092048309,-0.20501941,0.077534305,0.359234214,0.038385741,-0.580473761,0.160829962,1
-0.321011077,0.22453832,-0.652069318,-0.505703714,0.184264307,0.623802372,-0.099660639,-0.433313224,0.556008874,1
0.256006138,0.551681039,-0.041431509,0.463955887,-0.57648108,0.428102665,0.204707373,-0.308629254,0.034767472,1
0.066428341,0.211846591,-0.534737311,0.434122543,-0.467098869,0.430188883,0.496047657,-0.274277976,-0.044631342,1
0.069368342,0.348047844,-0.908333494,0.156793044,0.188702548,0.128075556,0.666598695,0.250377462,0.390404138,1
0.733994377,-0.009395552,-0.30156173,0.052740745,-0.231925664,0.829335501,0.196224102,-0.14845132,0.440377529,1
0.321273177,0.165659884,-0.835713703,0.139535589,-0.304158117,0.567414985,0.028571114,0.482930485,0.365579545,1
0.482089542,0.172992409,-0.374181521,0.069998201,0.260935001,0.389996072,0.834251683,-0.381004343,0.465202122,1
-0.047094896,0.980056794,-0.154915274,0.313469726,0.382923639,0.146654948,-0.081892052,0.014394738,0.089038686,1
0.164822179,0.646384389,-0.164233671,0.173105544,0.730131264,0.285405843,0.339011342,0.061763411,0.020071017,1
0.02645847,0.276616906,-0.525436718,0.29011492,-0.166147777,0.713336434,-0.39048947,-0.363100163,0.049182118,1
0.029398471,0.41281816,-0.899032901,0.012785421,0.489653641,0.411223106,-0.219938432,0.161555275,0.484217598,1
-0.225446365,0.459004866,-0.598056509,0.307372376,0.326712888,0.273997005,0.24753811,-0.595653186,0.074006711,1
-0.225501803,0.490939865,-0.253013002,-0.091009419,0.526202955,0.527564832,-0.089854941,-0.60879023,0.129841232,1
0.416782452,0.432061429,-0.436657387,0.554229884,0.037780531,0.471177444,0.038376812,0.307453479,-0.060588097,1
-0.105629738,0.544618679,0.155367507,-0.078269242,-0.716277452,0.515426092,0.286895287,-0.259098551,0.042191909,1
-0.036447884,0.72950242,0.33596903,-0.13677393,-0.268137932,0.301460797,0.651645694,-0.046666764,0.027636358,1
-0.314606812,1.014492338,-0.208910279,-0.21523456,-0.407683659,0.074561869,0.036542931,0.218188214,0.546195058,1
-0.306433863,0.38600171,-0.388102863,-0.13183858,-0.44130228,0.392256471,0.540145693,0.419651927,-0.101573744,1
-0.306489301,0.417936709,-0.043059355,-0.530220375,-0.241812213,0.645824299,0.202752642,0.406514883,-0.045739223,1
0.550765408,0.472659017,-0.006664986,-0.085005239,-0.515001353,0.535749044,0.286374906,0.52426435,0.406999419,1
-0.685890471,-0.072299904,0.250690326,0.662153293,-0.380792553,0.207994167,0.162204397,-0.211988009,0.065966768,1
-0.685945909,-0.040364905,0.595733834,0.263771499,-0.181302485,0.461561994,-0.175188654,-0.225125053,0.12180129,1
-0.875523706,-0.380199354,0.102428031,0.233938154,-0.071920274,0.463648212,0.11615163,-0.190773776,0.042402476,1
-0.872583705,-0.2439981,-0.271168151,-0.043391344,0.583881143,0.161534885,0.286702668,0.333881663,0.477437955,1
-0.20795767,-0.601441496,0.335603613,-0.147443643,0.163252931,0.86279483,-0.183671924,-0.064947119,0.527411347,1
-0.485255162,-0.192819831,0.53625087,0.099671323,0.331498101,0.475057051,0.207624862,0.466642822,-0.011533219,1
-0.459862506,-0.419053536,0.262983821,-0.130186188,0.656113596,0.423455401,0.454355657,-0.297500143,0.55223594,1
-0.493317235,0.371800799,0.025356439,0.813038933,-0.033863413,-0.349773206,0.378808202,0.291453197,0.524566541,1
0.171308799,0.014357402,0.632128203,0.708986634,-0.454491625,0.351486739,-0.09156639,-0.107375585,0.574539932,1
-0.2414124,0.189412838,0.09797623,0.795781477,-0.526724078,0.089566223,-0.259219379,0.52400622,0.499741948,1
-0.324310033,-0.033302545,0.398934818,0.805996628,-0.041506113,0.374238567,-0.257376569,-0.274655755,0.114376853,1
-0.255128178,0.151581197,0.579536342,0.74749194,0.406633407,0.160273272,0.107373837,-0.062223968,0.099821302,1
-0.533287106,0.436571114,0.034657032,0.66903131,0.26708768,-0.066625656,-0.507728925,0.20263101,0.618380001,1
-0.525114157,-0.191919514,-0.144535551,0.75242729,0.233469059,0.251068946,-0.004126164,0.404094724,-0.029388801,1
-0.525169595,-0.159984515,0.200507956,0.354045495,0.432959126,0.504636774,-0.341519215,0.390957679,0.026445721,1
0.332085113,-0.105262207,0.236902325,0.799260631,0.159769986,0.394561518,-0.257896951,0.508707147,0.479184363,1
-0.45345824,0.370900482,0.70614286,0.160282966,0.064165629,-0.125785102,0.590559227,0.354001295,0.542422123,1
-0.591821949,0.001132999,0.344939813,0.277292342,-0.832113411,0.302145489,-0.138941586,-0.070862279,0.571533224,1
-1.033360019,-0.12437849,0.124057727,-0.133665341,-0.030380468,0.118460105,0.453033228,-0.282201069,0.572793524,1
0.026677934,-0.576140192,-0.318083558,0.285453024,0.343627218,0.257160186,0.375392954,-0.323337601,-0.367547955,0
0.405833528,0.103528705,0.668528047,0.345119712,0.124862796,0.25298775,-0.207287614,-0.392040155,-0.208750327,0
0.347764623,-0.573644411,-0.064862243,0.209690881,0.298906073,0.482534319,0.10211578,0.12164721,-0.406928098,0
0.015451606,-0.394922713,-0.368248125,0.26171703,0.509220179,0.131904347,0.337303076,0.321061601,-0.431914794,0
0.53734242,-0.233809962,0.428443559,0.239524225,0.189523862,0.480448101,-0.189224504,0.087295932,-0.327529284,0
0.540282422,-0.097608708,0.054847377,-0.037805274,0.84532528,0.178334774,-0.018673466,0.611951371,0.107506195,0
-0.104830959,-0.238801524,-0.07799907,0.391048511,0.278966152,0.029699834,0.357329845,-0.802673688,-0.248768997,0
-0.374872376,-0.550367236,-0.457027456,-0.002397933,0.305291871,0.374063336,-0.091563207,-0.349492041,-0.322144579,0
0.015396168,-0.362987713,-0.023204618,-0.136664765,0.708710246,0.385472174,-9.00E-05,0.307924557,-0.376080273,0
-0.386098704,-0.369149757,-0.507192023,-0.026133927,0.470884832,0.248807497,-0.129653085,0.294907161,-0.386511418,0
0.204973965,-0.023153265,0.470101185,-0.10683142,0.599328035,0.383385956,-0.291430259,0.273573279,-0.296681459,0
0.405888966,0.071593706,0.323484539,0.743501507,-0.074627271,-0.000580078,0.130105437,-0.378903111,-0.264584848,0
0.080887461,-0.501806972,-0.904620493,0.553348039,-0.205722683,0.127323403,-0.137504053,-0.244759969,0.120162919,0
0.394662638,0.252811185,0.273319972,0.719765513,0.09096569,-0.125835917,0.092015559,0.265496091,-0.328951687,0
0.135902986,-0.271907005,-0.400587354,0.748436856,-0.247791619,0.090215596,0.018605437,0.087415581,-0.39379495,0
0.729915657,0.210290741,0.203109672,0.390409864,0.536453002,-0.077319272,0.027379301,0.590737138,0.131070488,0
0.161295643,-0.498140709,-0.673854402,0.518579346,0.076823876,0.038613947,0.265336232,-0.676727384,0.169974208,0
-0.317327349,0.025533986,0.372039064,0.057433043,-0.553710083,-0.079501051,0.631874318,-0.266704662,-0.305570495,0
0.218729794,0.141630511,0.845299132,-0.218353267,-0.383197943,0.092185215,0.313987654,-0.620214094,0.298217333,0
-0.587368766,-0.286031725,-0.006989322,-0.336013402,-0.527384363,0.264862451,0.182981266,0.186476985,-0.378946077,0
-0.584428765,-0.149830472,-0.380585505,-0.613342901,0.128417054,-0.037250877,0.353532304,0.711132423,0.056089403,0
-0.79634584,0.183841933,-0.371267108,-0.47297872,-0.218790571,-0.176001772,-0.06737109,0.66376375,0.125057072,0
0.539871921,0.112191293,0.75347694,0.104266384,-0.627409155,0.063991521,0.378103531,-0.162092239,0.203002669,0
0.515173675,0.392489317,0.546744391,-0.097013223,-0.212522874,0.323581512,0.064848315,-0.384261553,-0.244842799,0
0.033270621,0.382661011,-0.168009105,0.048286308,-0.732894846,0.275626291,-0.467555081,0.034688465,-0.305085232,0
0.503947347,0.573706796,0.496579824,-0.120749217,-0.046929912,0.198325673,0.026758436,0.260137648,-0.309209638,0
0.194086985,0.389993536,0.293523076,-0.02125108,-0.167801729,0.098207378,0.338125489,-0.829246364,-0.205462655,0
-0.419493777,0.438367002,-0.439055758,-0.386407369,0.234431058,-0.033314931,0.086329855,0.467748876,-0.368191771,0
-0.488675631,0.25348326,-0.619657282,-0.327902681,-0.213708462,0.180650364,-0.278420551,0.255317089,-0.353636221,0
0.515229113,0.360554318,0.201700884,0.301368572,-0.412012941,0.070013685,0.402241366,-0.371124509,-0.30067732,0
0.225843857,0.826761715,-0.393342992,0.199171948,-0.385965707,-0.282141082,-0.250951276,0.53812967,0.15351454,0
0.627338729,0.832923758,0.090644413,0.088641111,-0.148140293,-0.145476404,-0.121388165,0.551147066,0.163945685,0
-0.115813427,0.079328141,-0.766291731,0.238058442,-0.239505051,0.218582776,-0.322518588,-0.438612814,-0.296693818,0
0.486372192,-0.066964741,-0.341787289,-0.03657257,0.511120949,0.36874251,0.189858038,0.266172456,-0.419597182,0
0.675949989,0.272869707,0.151518513,-0.006739226,0.401738738,0.366656292,-0.101482246,0.231821179,-0.340198368,0
0.464088352,0.574607113,-0.184206597,0.53200675,-0.144958954,-0.025662431,-0.184992589,0.19758955,-0.32706522,0
0.142366909,0.534709437,0.348335332,-0.264592552,-0.386216351,0.032081273,0.446339402,0.322805394,-0.357619722,0
0.196520998,0.640977656,0.106841905,-0.395079331,-0.736076185,0.155812318,-0.403950657,0.388245981,0.185925673,0
0.26575829,0.793926399,-0.057600079,-0.055202224,-0.487426732,-0.311720805,0.298192801,0.613814813,0.115535601,0
0.598071308,0.6152047,0.245785803,-0.107228373,-0.697740838,0.038909168,0.063005504,0.414400422,0.140522297,0
-0.105580807,-0.260930845,0.747044034,0.423803835,-0.261045558,0.07527932,0.086461215,0.170501546,-0.308858167,0
-0.426722934,-0.231491627,0.838866226,0.101184183,-0.016834346,0.103473014,0.022345339,-0.287620308,-0.213643502,0
-0.839444134,-0.056436191,0.304714254,0.187979026,-0.089066799,-0.158447503,-0.14530765,0.343761497,-0.288441486,0
-0.627527059,-0.390108596,0.295395857,0.047614845,0.258140826,-0.019696607,0.275595744,0.39113017,-0.357409155,0
-0.762950767,-0.623674825,-0.439403373,-0.112705278,0.017663204,0.106120656,-0.28335403,0.490922035,0.106737426,0
0.109445084,-0.1792651,0.622039281,0.622161462,-0.245302341,-0.231976375,0.379244777,-0.614855651,0.278475284,0
-0.390088563,-0.797829944,-0.586037821,0.453255845,-0.008133386,0.144053068,-0.327452067,-0.203007869,0.163679828,0
-0.076313386,-0.043211787,0.591902644,0.619673318,0.288554988,-0.109106252,-0.097932455,0.307248191,-0.285434778,0
-0.265891183,-0.383046235,0.098596841,0.589839974,0.397937198,-0.107020034,0.193407829,0.341599468,-0.364833592,0
0.401674853,-0.604288378,0.331772423,0.208458177,0.633110404,0.292126584,-0.106415725,0.467426124,0.120175279,0
-0.656215165,-0.538490759,0.00981751,0.325725011,0.19400889,0.135138955,-0.235458453,-0.328954173,-0.255063377,0
0.011461747,-0.8236029,-0.447093923,0.741106803,0.030201961,0.027149918,0.139504095,-0.176853429,0.118276452,0
0.258995071,-0.11766723,0.176648836,0.688699465,0.534552232,-0.314157435,0.174824338,0.645626282,0.118752876,0
0.591308088,-0.296388929,0.480034718,0.636673316,0.324238126,0.036472538,-0.060362958,0.446211891,0.143739572,0
0.068895898,-0.183831679,1.072059611,0.00417419,-0.429819858,0.080721186,0.188155517,-0.120340139,0.246519577,0
-0.865771554,-0.137953995,0.086259462,-0.285219956,0.017134074,-0.276175258,0.209637058,0.731670291,0.123170605,0
-0.934953408,-0.322837736,-0.094342062,-0.226715269,-0.431005447,-0.062209962,-0.155113349,0.519238504,0.137726155,0
0.473410414,-0.053695881,0.763749465,-0.085145736,-0.203920255,-0.143303375,-0.113844991,-0.343901474,-0.226764558,0
-0.00849264,-0.063524187,0.048995969,0.060153795,-0.724292228,-0.191258596,-0.646248386,0.075048544,-0.287006991,0
-0.198070437,-0.403358636,-0.444309834,0.030320451,-0.614910017,-0.189172378,-0.354908102,0.109399821,-0.366405805,0
0.604919307,-0.391034549,0.523664977,-0.190741224,-0.139259189,0.084156977,-0.095781881,0.135434613,-0.345543515,0
0.152323724,-0.056191663,0.51052815,-0.009383593,-0.15919911,-0.368677509,0.159432184,-0.788886284,-0.187384414,0
0.094199382,-0.701429779,0.122181367,-0.543194219,0.214334234,0.114436888,0.131442527,-0.288335964,-0.329727664,0
0.141041959,0.156960816,0.80540709,-0.431501382,0.205883918,-0.24036552,-0.216050745,-0.157624127,-0.195916732,0
0.0137912,-0.705096042,-0.108584723,-0.508425525,-0.068212325,0.203146345,-0.271397758,0.14363145,-0.379538953,0
-0.198125875,-0.371423637,-0.099266326,-0.368061344,-0.41541995,0.064395449,-0.692301153,0.096262777,-0.310571284,0
-0.318521817,-0.526374344,-0.411970605,-0.456399376,0.142101781,-0.147483628,-0.036210462,0.343045841,-0.404525649,0
0.203368997,-0.365261593,0.384721079,-0.478592181,-0.177594536,0.201060127,-0.562738042,0.109280173,-0.300140139,0
-0.03730951,-0.364091112,0.362265855,-0.437598732,0.149673168,-0.113023463,0.113379417,-0.767672051,-0.210948707,0
-0.369622528,-0.185369414,0.058879973,-0.385572582,0.359987274,-0.463653436,0.348566713,-0.56825766,-0.235935402,0
0.297943508,-0.406611556,0.292055554,-0.76695438,0.595160479,-0.064506818,0.048743159,-0.442431004,0.249073468,0
0.39305767,-0.089297143,0.187939867,0.348004752,-0.685956881,-0.308161746,-0.179292224,0.101202984,-0.332410368,0
0.469551037,-0.656535777,-0.55617776,0.047320448,-0.579226879,-0.043593588,-0.317338605,0.248363522,0.062768544,0
0.871045909,-0.650373734,-0.072190354,-0.063210389,-0.341401465,0.09307109,-0.187775494,0.261380918,0.073199689,0
0.054340387,-0.700529462,-0.558605054,0.109561747,0.116305192,-0.109551216,-0.080308499,-0.350884062,-0.347583246,0
0.301873711,0.005406207,0.065137705,0.05715441,0.620655463,-0.450858568,-0.044988255,0.471595649,-0.347106822,0
0.163510002,-0.364361276,-0.296065342,0.174163785,-0.275623578,-0.022927978,-0.774489067,0.046732075,-0.317995721,0
0.634186728,-0.173315491,0.368523587,0.00512826,0.410341357,-0.100228596,-0.280175551,0.272181258,-0.322120127,0
0.123466803,-0.483710722,-0.032960023,-0.347324735,0.76393478,-0.069948684,-0.052951143,-0.151589319,-0.306304276,0
0.565060311,-0.390134232,-0.157121444,0.462014743,-0.237288231,-0.139831128,-0.307532906,0.072886515,-0.363399097,0
0.031421793,-0.096359503,0.384738883,-0.194220377,-0.825753253,-0.220838319,-0.09710431,0.150733686,-0.324985931,0
0.10791516,-0.663598138,-0.359378744,-0.494904682,-0.719023251,0.043729839,-0.23515069,0.297894224,0.070192981,0
0.509410032,-0.657436094,0.124608662,-0.605435519,-0.481197837,0.180394517,-0.10558758,0.31091162,0.080624126,0
-0.22053848,0.117963456,0.657162599,-0.575344716,-0.133402521,-0.406609921,0.20353022,-0.094956381,-0.244326816,0
0.257449759,-0.443113135,0.397032378,-0.986559858,0.211152895,-0.005377085,0.19504695,0.065221552,0.161283241,0
-0.089029587,-0.219375211,0.417078111,-0.680940204,-0.068741455,-0.179149569,0.22159333,0.384379707,-0.363105774,0
-0.063636931,-0.445608916,0.143811063,-0.910797715,0.25587404,-0.230751218,0.468324125,-0.379763258,0.200663384,0
0.50946547,-0.689371093,-0.220434846,-0.207053724,-0.680687904,-0.073173311,0.231805471,0.324048664,0.024789605,0
0.699043267,-0.349536645,0.272870957,-0.17722038,-0.790070115,-0.075259529,-0.059534813,0.289697387,0.104188419,0
0.484767224,-0.409073069,-0.427167395,-0.408333331,-0.265801622,0.18641668,-0.081449745,0.10187935,-0.423055862,0
0.674345021,-0.069238621,0.066138408,-0.378499987,-0.375183833,0.184330462,-0.372790029,0.067528073,-0.343657048,0
0.09007173,0.323806037,0.035176242,-0.707598177,0.527481005,-0.352071112,0.163031797,0.021252396,-0.287984629,0
0.674400459,-0.10117362,-0.278905099,0.019881808,-0.5746739,-0.069237365,-0.035396978,0.080665117,-0.399491569,0
0.192947955,-0.193849793,-0.8355301,-0.136701704,0.328520068,-0.223343026,0.00743376,-0.206358816,-0.36025233,0
0.71483877,-0.032737043,-0.038838415,-0.158894509,0.008823751,0.125200729,-0.51909382,-0.440124484,-0.25586682,0
0.717778771,0.103464211,-0.412434598,-0.436224008,0.664625169,-0.176912598,-0.348542782,0.084530954,0.17916866,0
0.505861696,0.437136616,-0.403116201,-0.295859827,0.317417544,-0.315663494,-0.769446176,0.037162281,0.248136328,0
0.371299425,0.327202135,-0.392388864,-0.130604354,0.384730818,-0.350685083,-0.321996403,0.403689109,-0.345220355,0
0.30211757,0.142318393,-0.572990388,-0.072099666,-0.063408702,-0.136719788,-0.686746809,0.191257321,-0.330664804,0
0.25101686,0.483323323,-0.10213981,-0.001272872,0.154476791,-0.452889596,-0.301969634,-0.72004618,-0.162074558,0
0.462933934,0.149650918,-0.111458207,-0.141637053,0.501684416,-0.3141387,0.118933761,-0.672677507,-0.231042227,0
0.327510227,-0.083915311,-0.846257436,-0.301957177,0.261206793,-0.188321437,-0.440016014,-0.572885643,0.233104354,0
0.729005099,-0.077753268,-0.362270031,-0.412488014,0.499032207,-0.05165676,-0.310452904,-0.559868247,0.243535499,0
0.050157297,0.356641353,-0.300566672,-0.453224005,0.628942031,-0.322491389,-0.386112279,-0.054432746,-0.25000569,0
-0.019024557,0.171757611,-0.481168196,-0.394719317,0.18080251,-0.108526094,-0.750862685,-0.266864533,-0.23545014,0
0.572158987,0.453884105,-0.193962002,0.321346779,-0.089734421,-0.481083289,-0.237853757,-0.261924326,-0.257289223,0
0.784076062,0.1202117,-0.203280399,0.180982598,0.257473204,-0.342332394,0.183049637,-0.214555653,-0.326256892,0
0.648652354,-0.113354529,-0.938079629,0.020662475,0.016995581,-0.216515131,-0.375900137,-0.114763788,0.137889689,0
1.050147226,-0.107192486,-0.454092223,-0.089868363,0.254820995,-0.079850453,-0.246337027,-0.101746393,0.148320834,0
0.586325316,0.408867879,-0.517393618,0.067753274,0.400474035,-0.657940778,-0.029212841,-0.381668089,0.242113096,0
0.517143462,0.223984138,-0.697995141,0.126257962,-0.047665485,-0.443975483,-0.393963247,-0.594099876,0.256668647,0
0.170029362,0.410320166,0.107813837,-0.440483828,-0.613538377,-0.334630129,-0.009362051,0.295258933,-0.337655014,0
-0.077918354,-0.385320115,0.506522538,0.247912558,-0.488367584,-0.291432082,-0.369240238,0.142955085,-0.288893459,0
-0.001424987,-0.95255875,-0.237595088,-0.052771747,-0.381637581,-0.026863923,-0.507286618,0.290115622,0.106285453,0
0.400069885,-0.946396706,0.246392317,-0.163302584,-0.143812167,0.109800754,-0.377723508,0.303133018,0.116716598,0
-0.187143407,-0.689553302,0.589026334,-0.215071275,0.103051253,-0.124487493,-0.01245272,-0.267798097,-0.262646463,0
-0.519456424,-0.510831604,0.285640452,-0.163045125,0.31336536,-0.475117465,0.222734576,-0.068383705,-0.287633158,0
0.148109612,-0.732073747,0.518816033,-0.544426923,0.548538565,-0.075970847,-0.077088978,0.057442951,0.197375713,0
-0.315712298,-0.216013381,0.455514639,-0.386805286,0.694191605,-0.654061172,0.140035209,-0.222478746,0.291167975,0
0.400125323,-0.978331705,-0.09865119,0.235079211,-0.343302235,-0.143767073,-0.040330457,0.316270062,0.060882077,0
0.58970312,-0.638497257,0.394654612,0.264912555,-0.452684446,-0.145853291,-0.331670741,0.281918785,0.140280891,0
0.094084288,-0.686157204,0.161461228,0.361922548,-0.039698933,-0.123101463,-0.49748092,0.114638616,-0.319882188,0
-0.157875985,-0.471834245,0.433884944,-0.019201791,0.652651799,-0.308873065,-0.19684639,-0.131051452,-0.239223074,0
-0.173427628,-0.651721661,0.107466222,-0.166781737,-0.830306232,-0.195194542,-0.379045936,0.318432091,0.137274183,0
-0.356206047,-0.25251496,0.560491462,-0.606410764,0.310184021,-0.594931438,0.286339,0.285173811,0.203377747,0
-0.02389303,-0.431236658,0.863877344,-0.658436913,0.099869915,-0.244301466,0.051151704,0.08575942,0.228364442,0
0.228122681,-0.677494616,0.246410121,0.12106922,-0.791970885,-0.312097692,0.087910225,0.344586531,0.091870807,0
-0.063817546,0.185254354,0.53003896,0.411936348,-0.269648176,0.542164207,0.26515452,0.130141467,-0.326936408,0
-0.384959673,0.214693572,0.621861153,0.089316697,-0.025436964,0.570357901,0.201038644,-0.327980387,-0.231721743,0
-0.797680873,0.389749008,0.08770918,0.17611154,-0.097669417,0.308437385,0.033385655,0.303401418,-0.306519727,0
-0.585763798,0.056076603,0.078390783,0.035747359,0.249538208,0.44718828,0.454289049,0.350770091,-0.375487396,0
-0.721187506,-0.177489627,-0.656408446,-0.124572765,0.009060585,0.573005543,-0.104660725,0.450561955,0.088659185,0
0.151208345,0.266920099,0.405034207,0.610293976,-0.25390496,0.234908512,0.557938082,-0.65521573,0.260397043,0
-0.348325302,-0.351644745,-0.803042895,0.441388359,-0.016736004,0.610937955,-0.148758762,-0.243367948,0.145601587,0
-0.034550125,0.402973412,0.37489757,0.607805832,0.279952369,0.357778635,0.08076085,0.266888112,-0.303513019,0
-0.293309776,-0.121744778,-0.299009756,0.636477176,-0.05880494,0.573830148,0.007350728,0.088807602,-0.368356283,0
0.300702894,0.360452967,0.304687269,0.278450184,0.725439681,0.40629528,0.016124592,0.592129159,0.156509156,0
-0.26791712,-0.347978483,-0.572276804,0.406619665,0.265810555,0.522228499,0.254081523,-0.675335362,0.195412876,0
-0.22418336,0.095073962,0.226635275,0.179590693,0.588824647,0.613432681,0.034708084,0.288102345,-0.327077312,0
0.300758332,0.328517968,-0.040356238,0.676831978,0.525949613,0.152727453,0.353517643,0.605266203,0.100674635,0
0.633071349,0.14979627,0.263029644,0.624805829,0.315635507,0.503357426,0.118330347,0.405851812,0.125661331,0
0.110659159,0.26235352,0.855054537,-0.007693297,-0.438422477,0.547606073,0.366848822,-0.160700218,0.228441336,0
-0.824008293,0.308231204,-0.130745612,-0.297087443,0.008531455,0.19070963,0.388330363,0.691310212,0.105092364,0
-0.893190147,0.123347463,-0.311347136,-0.238582755,-0.439608065,0.404674925,0.023579957,0.478878425,0.119647914,0
0.005608168,0.507050282,0.072512391,0.224177585,-0.505572821,0.642337693,-0.011853628,0.062234927,-0.325049941,0
-0.326704849,0.68577198,-0.230873491,0.276203734,-0.295258715,0.29170772,0.223333668,0.261649318,-0.350036636,0
0.128944112,0.798202243,0.011620487,0.035186118,-0.407293134,0.552103443,-0.49739328,0.340107301,0.203939904,0
